event,time,gender,age,became_member_on,income,reward,difficulty,duration,offer_type,is_viewed,web_channel,mobile_channel,social_channel
offer completed,12,F,53,20151030,88000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,528,F,53,20151030,88000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,354,M,48,20130815,52000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,558,M,48,20130815,52000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,6,M,48,20130815,52000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
offer completed,558,M,48,20130815,52000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,204,M,49,20170126,73000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,372,M,49,20170126,73000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,108,F,53,20170423,84000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,528,F,53,20170423,84000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,504,F,60,20150824,74000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,426,F,60,20150824,74000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,12,F,29,20161211,31000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,414,F,29,20161211,31000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,234,F,29,20161211,31000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,606,F,29,20161211,31000.0,2.0,10.0,10.0,discount,0.0,1,1,1
transaction,84,F,54,20151024,119000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,612,F,54,20151024,119000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,186,F,54,20151024,119000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,414,F,20,20170903,43000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,690,F,20,20170903,43000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,78,F,20,20170903,43000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,228,F,20,20170903,43000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,528,F,20,20170903,43000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,504,F,70,20171109,92000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,384,F,70,20171109,92000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,378,F,69,20171220,79000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,702,F,69,20171220,79000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,12,O,63,20150920,89000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,384,O,63,20150920,89000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,474,F,62,20170531,62000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,612,F,62,20170531,62000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,336,F,62,20170531,62000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,84,M,44,20170802,64000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,186,F,54,20170402,58000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,528,F,54,20170402,58000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,444,F,54,20170402,58000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,606,F,54,20170402,58000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,534,M,64,20161210,76000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,228,M,64,20161210,76000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,450,M,64,20161210,76000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,90,M,64,20161210,76000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,0,M,39,20170604,71000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,414,M,39,20170604,71000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,414,M,39,20170604,71000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,570,M,67,20160107,39000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,570,M,67,20160107,39000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,126,M,67,20160107,39000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,348,M,67,20160107,39000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,312,M,67,20160107,39000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,588,M,67,20160107,39000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,414,M,59,20150618,42000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,222,M,59,20150618,42000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,606,M,59,20150618,42000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,384,M,59,20150618,42000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,600,F,83,20180513,67000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,528,F,83,20180513,67000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,192,F,83,20180513,67000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,414,F,83,20180513,67000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,0,F,83,20180513,67000.0,2.0,10.0,10.0,discount,0.0,1,1,1
offer completed,528,F,68,20170626,57000.0,5.0,20.0,10.0,discount,1.0,1,0,0
transaction,30,F,68,20170626,57000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,168,F,68,20170626,57000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,522,F,68,20170626,57000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,534,F,58,20151116,64000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,618,F,58,20151116,64000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,456,F,58,20151116,64000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,534,F,58,20151116,64000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,6,F,58,20151116,64000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,408,M,28,20161218,64000.0,3.0,7.0,7.0,discount,0.0,1,1,1
offer completed,96,M,28,20161218,64000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,234,M,28,20161218,64000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,612,M,70,20160320,64000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,6,M,70,20160320,64000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,516,M,70,20160320,64000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
offer completed,288,M,70,20160320,64000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,426,M,70,20160320,64000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,558,M,77,20150209,94000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,318,M,77,20150209,94000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,354,M,77,20150209,94000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,576,M,57,20170405,65000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,174,M,57,20170405,65000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,342,M,57,20170405,65000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,456,M,57,20170405,65000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,84,F,46,20150221,73000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,624,F,46,20150221,73000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,366,F,46,20150221,73000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,366,F,46,20150221,73000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,714,M,64,20180102,43000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,192,M,64,20180102,43000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,468,M,64,20180102,43000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,714,M,64,20180102,43000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,588,F,42,20170912,50000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,588,F,42,20170912,50000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,588,F,42,20170912,50000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,336,F,46,20170319,62000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,30,F,46,20170319,62000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
offer completed,612,F,46,20170319,62000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,174,F,46,20170319,62000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,144,F,28,20180120,65000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,336,F,28,20180120,65000.0,0.0,0.0,3.0,informational,0.0,0,1,1
transaction,204,F,28,20180120,65000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,528,F,28,20180120,65000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,498,M,61,20180523,59000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,510,M,61,20180523,59000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,42,M,61,20180523,59000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,462,M,61,20180523,59000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,714,M,38,20170827,66000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,96,M,38,20170827,66000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,678,M,21,20171008,53000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,36,M,21,20171008,53000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,246,M,54,20180308,70000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,432,M,54,20180308,70000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,18,M,54,20180308,70000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,348,M,54,20180308,70000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
transaction,252,M,70,20150104,65000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,42,M,70,20150104,65000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,582,M,70,20150104,65000.0,2.0,10.0,10.0,discount,0.0,1,1,1
transaction,36,F,81,20180401,79000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,450,F,81,20180401,79000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,264,M,77,20180116,53000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,24,M,77,20180116,53000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,414,M,77,20180116,53000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,354,M,77,20180116,53000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,306,M,74,20160211,36000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,90,M,74,20160211,36000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,282,F,49,20180126,58000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,600,M,45,20180416,43000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,84,M,45,20180416,43000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,186,M,45,20180416,43000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,366,F,49,20171128,74000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,606,M,35,20170829,64000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,186,M,35,20170829,64000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,552,M,35,20170829,64000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,606,M,35,20170829,64000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,90,F,62,20180629,40000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,528,F,62,20180629,40000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,372,F,62,20180629,40000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,648,F,62,20180629,40000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,174,O,43,20170526,56000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,30,O,43,20170526,56000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,576,O,43,20170526,56000.0,2.0,10.0,10.0,discount,0.0,1,1,1
offer completed,228,M,50,20150123,73000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,516,M,50,20150123,73000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,228,M,64,20170805,75000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,78,M,64,20170805,75000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,696,M,64,20170805,75000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,36,F,79,20160502,88000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,384,F,79,20160502,88000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,588,F,84,20160701,108000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,180,F,84,20160701,108000.0,3.0,7.0,7.0,discount,0.0,1,1,1
offer completed,348,F,84,20160701,108000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,558,F,84,20160701,108000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,24,F,84,20160701,108000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,180,M,71,20171125,93000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,0,M,71,20171125,93000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,144,M,54,20180606,70000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,354,M,54,20180606,70000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,192,M,54,20180606,70000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,624,M,54,20180606,70000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,618,F,59,20180627,99000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,186,F,59,20180627,99000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
offer completed,618,F,59,20180627,99000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,618,M,26,20180222,61000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,408,M,26,20180222,61000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,546,M,26,20180222,61000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,408,M,26,20180222,61000.0,2.0,10.0,10.0,discount,0.0,1,1,1
transaction,648,M,65,20161028,46000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,438,M,65,20161028,46000.0,3.0,7.0,7.0,discount,0.0,1,1,1
transaction,78,M,65,20161028,46000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,444,M,65,20161028,46000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,18,M,53,20171013,34000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,540,M,53,20171013,34000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,684,M,53,20171013,34000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,396,F,32,20171030,34000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,516,F,32,20171030,34000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,90,F,32,20171030,34000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,432,F,87,20170507,94000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,432,F,87,20170507,94000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,588,F,87,20170507,94000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,72,F,87,20170507,94000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,420,F,20,20160711,30000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,0,F,20,20160711,30000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,102,F,54,20160424,109000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,288,M,58,20160316,79000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,576,M,58,20160316,79000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,390,M,58,20160316,79000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,576,M,58,20160316,79000.0,2.0,10.0,10.0,discount,0.0,1,1,1
transaction,408,M,28,20180429,45000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,660,M,28,20180429,45000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,126,M,28,20180429,45000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,648,M,73,20170827,30000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,204,M,37,20171122,60000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,414,M,37,20171122,60000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,6,M,37,20171122,60000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,588,M,37,20171122,60000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,402,M,24,20161120,73000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,12,M,24,20161120,73000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,660,M,24,20161120,73000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,564,M,24,20161120,73000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,366,M,44,20171017,74000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,144,M,44,20171017,74000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,594,M,44,20171017,74000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,348,M,44,20171017,74000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,594,M,44,20171017,74000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,180,M,51,20160107,98000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,438,M,51,20160107,98000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,504,M,51,20160107,98000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
offer completed,12,M,55,20171005,61000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,372,M,55,20171005,61000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,522,F,39,20161015,74000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,660,F,39,20161015,74000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,18,F,39,20161015,74000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,396,F,39,20161015,74000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,510,F,79,20160229,57000.0,3.0,7.0,7.0,discount,0.0,1,1,1
transaction,432,F,79,20160229,57000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,594,F,79,20160229,57000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,312,F,79,20160229,57000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
offer completed,348,F,79,20160229,57000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,594,F,84,20170128,96000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,594,F,84,20170128,96000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,240,F,84,20170128,96000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,366,F,84,20170128,96000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,174,F,59,20160404,97000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,444,F,59,20160404,97000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,648,M,67,20171207,46000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,60,M,67,20171207,46000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,216,M,67,20171207,46000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,498,M,67,20171207,46000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,426,M,45,20160528,84000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,510,M,45,20160528,84000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,30,M,45,20160528,84000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,510,M,51,20151218,114000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,510,M,51,20151218,114000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,264,M,51,20151218,114000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,432,M,74,20160412,69000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,180,M,74,20160412,69000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,66,M,74,20160412,69000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,576,F,40,20180120,63000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,462,F,40,20180120,63000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,168,F,40,20180120,63000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,366,F,40,20180120,63000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,186,M,79,20170308,71000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,624,M,79,20170308,71000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,60,M,79,20170308,71000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,408,M,79,20170308,71000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,390,M,79,20170308,71000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,222,F,21,20161124,74000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,594,F,21,20161124,74000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
offer completed,84,F,21,20161124,74000.0,2.0,10.0,10.0,discount,0.0,1,1,1
transaction,264,F,30,20161205,41000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,534,F,30,20161205,41000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,480,M,82,20171012,89000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,582,M,82,20171012,89000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,480,M,82,20171012,89000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,336,M,82,20151120,78000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,576,M,82,20151120,78000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,150,M,82,20151120,78000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,6,F,62,20161223,108000.0,3.0,7.0,7.0,discount,0.0,1,1,1
offer completed,348,M,66,20180711,108000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,30,M,66,20180711,108000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,588,M,66,20180711,108000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,588,M,66,20180711,108000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,450,M,32,20171123,59000.0,5.0,20.0,10.0,discount,1.0,1,0,0
transaction,582,M,32,20171123,59000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,228,M,32,20171123,59000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,84,M,32,20171123,59000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,546,M,32,20171123,59000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,126,M,52,20160106,56000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,438,M,52,20160106,56000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,606,M,52,20160106,56000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,528,M,52,20160106,56000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,516,F,70,20140130,31000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,366,F,70,20140130,31000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,156,F,70,20140130,31000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,552,M,41,20170919,68000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,552,M,41,20170919,68000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,198,M,41,20170919,68000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,432,M,60,20170729,74000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,138,M,60,20170729,74000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,396,M,60,20170729,74000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,204,M,60,20170729,74000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,432,M,23,20180712,48000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,228,M,23,20180712,48000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,348,F,57,20171001,76000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,174,F,77,20160609,88000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,480,F,77,20160609,88000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,174,F,77,20160609,88000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,570,M,71,20180302,59000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,480,M,71,20180302,59000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,180,M,67,20131019,73000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,84,M,67,20131019,73000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,120,M,81,20170920,115000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,228,M,81,20170920,115000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,594,M,81,20170920,115000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,360,M,81,20170920,115000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,582,F,37,20151122,89000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,276,F,37,20151122,89000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,24,F,37,20151122,89000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,534,F,37,20151122,89000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,378,M,35,20171217,48000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,174,M,35,20171217,48000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,588,M,35,20171217,48000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,228,M,44,20161115,83000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,654,M,44,20161115,83000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,504,M,40,20170910,56000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,396,M,40,20170910,56000.0,0.0,0.0,3.0,informational,0.0,0,1,1
transaction,30,M,40,20170910,56000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,456,M,71,20180319,78000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,456,M,71,20180319,78000.0,2.0,10.0,10.0,discount,1.0,1,1,1
